,epsilon,distance_epsilon,mu,distance_mu,time,real_epsilon,real_mu,T,N,edge_per_t,ensemble_size,calibration_batches
69,0.2046,0.005400000000000016,0.53,0.09000000000000014,25.56750202178955,0.21000000000000002,0.4399999999999999,100,100,8,1,200
70,0.1595,0.0295,0.23,0.5299999999999999,18.413098096847534,0.13,0.7599999999999999,100,100,1,1,200
71,0.0925,0.07750000000000001,0.01,0.3499999999999999,17.03358244895935,0.17,0.35999999999999993,100,100,1,1,200
72,0.4883,0.0383,0.35000000000000003,0.3299999999999999,13.522843599319458,0.45,0.6799999999999999,100,100,1,1,200
73,0.075,0.015,0.16,0.6799999999999998,19.85415244102478,0.09,0.8399999999999999,100,100,4,1,200
74,0.16090000000000002,0.03090000000000001,0.34,0.17999999999999988,20.663713932037354,0.13,0.5199999999999999,100,100,8,1,200
75,0.0122,0.0022000000000000006,0.26,0.060000000000000026,22.013548612594604,0.01,0.19999999999999998,100,100,8,1,200
76,0.4993,0.04930000000000001,0.88,0.3600000000000001,21.072563409805298,0.45,0.5199999999999999,100,100,4,1,200
77,0.0213,0.0113,0.5,0.46,21.61591148376465,0.01,0.04,100,100,8,1,200
78,0.4752,0.0252,0.38,0.5399999999999999,14.170912027359009,0.45,0.9199999999999999,100,100,1,1,200
79,0.07970000000000001,0.01029999999999999,0.91,0.7100000000000001,20.156349182128906,0.09,0.19999999999999998,100,100,8,1,200
80,0.0047,0.0053,0.81,0.029999999999999805,22.794464111328125,0.01,0.8399999999999999,100,100,16,1,200
